id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordID,references
1277614,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,773398,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"Kevin J. Taylor, Chris Floyd and Josh Crayton",10244,1998-08-09,1998,8,9,221,,1998-8-9,,"Engelmann spruce/subalpine fir krummholz along ridge.",,,,,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Gunnison,,"Northern Gunnison Basin: ca 8 air mi NNE of Ohio.",,38.679,-106.4698,,,"38.679° N, 106.4698° W; T51N R4E S13 N1/2",,,,,,3445,3537,,,,"11300-11600 ft.",,English,,"2009-03-23 18:01:45",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:489dd850-3f7a-4a3e-b3c8-82dbc0b854ff,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1277614
1278558,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,773351,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"Kevin J. Taylor, Christine Tonielli and Josh Crayton",11104,1998-08-22,1998,8,22,234,,1998-8-22,,"West-facing ridge of peak; alpine tundra.",,,,,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Gunnison,,"Northern Gunnison Basin: West Elk Wilderness: West Elk Peak, ca 16 air mi N of Blue Mesa Reservoir.",,38.7196,-107.21,,,"38.7196° N, 107.21° W; T15S R88W S27 South1/2",,,,,,3567,3811,,,,"11700-12500 ft.",,English,,"2009-03-23 18:01:45",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a8451673-cd65-455a-ae4d-f28fd884f667,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1278558
1282488,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,773401,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"Kevin J. Taylor",8074,1998-07-08,1998,7,8,189,,1998-7-8,,"Engelmann spruce/subalpine fir forest between mountains.",,,,,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Gunnison,,"Northern Gunnison Basin: between South Matchless Mountain and Matchless Mountain, ca 3 air mi W of Taylor Park Reservoir.",,38.8191,-106.6559,,,"38.8191° N, 106.6559° W; T14S R83W S22 NW1/4; also SE1/4 S15",,,,,,3476,3537,,,,"11400-11600 ft.",,English,,"2009-03-23 18:01:45",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:cf2fe8fc-ad61-441f-a41a-bd7212f6aa4e,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1282488
1284237,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,773400,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"Kevin J. Taylor",9665,1998-07-29,1998,7,29,210,,1998-7-29,,"Engelmann spruce/subalpine fir krummholz and alpine tundra on northwest-facing slope.",,,,,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Gunnison,,"Northern Gunnison Basin: West Elk Wilderness: The Castles, ca 10.5 air mi SSW of Kebler Pass.",,38.7342,-107.1728,,,"38.7342° N, 107.1728° W; T15S R88W S24 NE1/4",,,,,,3476,3598,,,,"11400-11800 ft.",,English,,"2009-03-23 18:01:45",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:3bad84ed-165b-4fae-9f58-df5ec2fc725d,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1284237
1328003,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"Margarette J. Lyon",2995,1994-05-13,1994,5,13,133,,1994-5-13,,"West-facing slope of Dakota sandstone above creek; ponderosa pine and aspen.",,,,,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Mesa,,"San Miguel and Lower Dolores River Drainages: Uncompahgre Plateau: above Beaver Creek, ca 28 air mi E of Gateway.",,38.7185,-108.6503,,,"38.7185° N, 108.6503° W; T15S R101W S26",,,,,,2500,,,,,"8200 ft.",,English,,"2009-03-19 15:46:15",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:84d4acd3-76bd-426e-91d9-beb885fdb40c,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1328003
1346784,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"Melanie Arnett",1578,1998-07-14,1998,7,14,195,,1998-7-14,,"Open spruce forest.",,,,,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Hinsdale,,"Southern Gunnison Basin: San Juan Mountains: ca 1.1 air mi ENE of intersection of Forest Road 788 and Colo Hwy 149; ca 6.5 air mi SE of Lake City at Slumgullion Summit.",,37.9939,-107.2021,,,"37.9939° N, 107.2021° W; T43N R3W S9 SW1/4; also NW1/4 S16",,,,,,3488,3530,,,,"11440-11579 ft.",,English,,"2009-03-19 15:24:31",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5c270532-0829-4cf7-8ba8-9e57d10c0dea,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1346784
1547476,USFS,,USFS,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,484648,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"Ralph K. Gierisch",2808,1964-09-11,1964,9,11,255,,1964-9-11,,"5% south slope; loam; grassland, with Feth, Agtr, Sti..",,,,,,,,,flowering,,,,,,U.S.A.,Colorado,Mesa,,"Grand Mesa National Forest: Lands End.",,39.0396,-108.2195,,1609,"39.0396° N, 108.2195° W; uncertainty 1 mi.; T12S R97W S3",,,,,,3049,,,,,"10000 ft.",,English,,"2016-06-30 00:02:11",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:46c283b5-153c-4826-8401-425509a03f31,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1547476
1911231,ARIZ,,,5991f10e-a5e6-47d7-acfe-e26e6686d02a,PreservedSpecimen,urn:uuid:fb26b5cc-2d12-4cff-b2c7-05b11685d041,114902,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,"Chris Lee",2015,,,,,,"W. A. Weber; R. C. Rollins",7166,1951-08-08,1951,8,8,220,,"Aug. 8,1951",,,,,,,,,,,Flowering,,,,,,"United States",Colorado,"Park County",,"south slopes, Hoosier Ridge.",,,,,,,,,,,,3658,3962,,,,"12000 - 13000 ft.",,,Ian,"2015-11-17 09:27:32",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:838b7fc4-b15b-4ba3-89f1-474d048c01a9,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1911231
2787156,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,cd0f398d-852f-4d64-b124-1e308c42b184,274166,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,isotype,"J. T. Rothrock",875,,,,,,,s.d.,,,,,,,,,,,,,,,,sheet,"United States of America",Colorado,,,"South Park",,,,,,,,,,,,,,,,,,,en,,"2022-03-04 14:27:54",http://creativecommons.org/licenses/by/3.0/,,,urn:uuid:3ffe8859-4e86-4fbe-897a-6354b3af0013,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=2787156
3013018,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,066c938a-0c18-4009-8c6e-d8ac4d903a6d,107779,95858,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,,,,,,,,"collectors: Bernadette Kuhn",7924,2010-07-11,2010,7,11,192,,"11 July 2010",,"Locally abundant on barren patches of soil. Abundant.",,,,,,,,"With Eriogonum umbellatum, Erigeron flagellaris",,,,,1,,"United States",Colorado,"Montrose County",,"Montrose County, Co Land's End Bolen Reservoir. Along top of Grand Mesa.",,39.03,-108.21,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 14:24:08",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:066c938a-0c18-4009-8c6e-d8ac4d903a6d,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3013018
3027618,RMBL,,,dcc3c0d4-53b3-4be4-9de7-a6c1d63736c5,PreservedSpecimen,0959d51f-f0ab-4cfb-aee9-65f9d696fc1d,RMBL0000943,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,"Taylor, Kevin J.",1995,,,,,,"Taylor, Kevin J.; Seagrist, Randy",284,1995-08-19,1995,8,19,231,,,"Label: Plants of Hasley Basin.; Terrestrial, herbaceous, green stems, green leaves, green phyllaries w/ red-purple tips, yellow disc petals, purple ray petals.","Bare, pebbly ground.",,,,,,,,,Flower,,,,,,"United States",Colorado,Gunnison,,"Maroon Bells-Snowmass Wilderness Area, White River National Forest, W shelf of Hasley Basin, just N of south pond, 13 mi N of Crested Butte.",,39.058068,-107.047529,WGS84,500,"lat: 39.2.32 N; long: 107.2.29 W","C.F. Williams",,GeoLocate,,"lat/lon on label are incorrect.",3536,3566,,,,11600-11700ft.,,,"Aldridge, George","2018-10-07 13:23:05",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0959d51f-f0ab-4cfb-aee9-65f9d696fc1d,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3027618
3027619,RMBL,,,dcc3c0d4-53b3-4be4-9de7-a6c1d63736c5,PreservedSpecimen,f38e8753-2f09-429f-9830-aa0d4ff1e4e5,RMBL0000942,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,"Taylor, Kevin J.",1995,,,,,,"Taylor, Kevin J.; Seagrist, Randy",334,1995-08-31,1995,8,31,243,,,"Label: Plants of Hasley Basin.; Terrestrial, herbaceous, green leaves, red-purple phyllaries, yellow disc petals, light purple ray petals.","Dry tundra.",,,,,,,,,Flower,,,,,,"United States",Colorado,Gunnison,,"Maroon Bells-Snowmass Wilderness Area, White River National Forest, ridge S of Hasley Basin, above E fork Crystal River, 13.0 mi. N of Crested Butte.",,39.042222,-107.041389,WGS84,500,"lat: 39.2.32 N; long: 107.2.29 W","Taylor, Kevin J.",,GPS,,,3688,3749,,,,12100-12300ft.,,,"Aldridge, George","2018-10-07 13:23:05",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f38e8753-2f09-429f-9830-aa0d4ff1e4e5,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3027619
3027620,RMBL,,,dcc3c0d4-53b3-4be4-9de7-a6c1d63736c5,PreservedSpecimen,30504179-36c6-4dff-8887-94ebe9367da3,RMBL0000936,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Campanulids|Asterids|Asterales|Asteraceae|Townsendia",Plantae,Magnoliophyta,,Asterales,Asteraceae,"Townsendia rothrockii",18827,"A. Gray ex Rothrock",Townsendia,,rothrockii,,,Species,"Seagrist, Randy",1995,,,,,,"Seagrist, Randy; Taylor, Kevin J.",1143,1995-08-03,1995,8,3,215,,,"Label: Plants of Hasley Basin.; Dark green phyllaries, lavender ray flowers, yellow-green disc flowers.","Dry tundra.",,,,,,,,,Flower,,,,,,"United States",Colorado,Gunnison,,"Maroon Bells-Snowmass Wilderness Area, White River National Forest, SE Hasley Peak (12648ft) on SE ridge of Hasley Basin, above Fravert Basin and Frigid Air Pass, 13 mi N of Crested Butte.",,39.055939,-107.024687,WGS84,250,"lat: 39.2.32 N; long: 107.2.29 W","C.F. Williams",,GeoLocate,,"lat/lon on label are incorrect.",3855,,,,,12648ft.,,,"Aldridge, George","2018-01-25 14:54:11",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:30504179-36c6-4dff-8887-94ebe9367da3,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=3027620
