id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordID,references
13340760,UNM,"Vascular Plants",,274317fa-b413-42b6-bb9a-cfe8f2e54962,PreservedSpecimen,a8c18082-0ab1-4f54-9e90-c2a7264c3518,UNM0133767,133767,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,"J. McGrath",,,,,,,"J. McGrath; Max Licher",,,,,,,,,"Ground not saturated to surface at site of collection",,,,"field values redacted: eventDate, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, habitat",,,,,"Castilleja haydenii",,,,,,,"United States","New Mexico",Taos,,,,,,,,,,,,,,,,,,,,,,samstutz@unm.edu,"2017-03-17 14:47:13",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a8c18082-0ab1-4f54-9e90-c2a7264c3518,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13340760
13823169,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,4815145e-f178-45e8-9ab3-c219b124b105,00397828,472858,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Rea Orthner",,,1997,,,,,,"Delphinium alpestre, det. T. Hogan, September 1999. Flora of the Buffalo Peaks Wilderness Area and Vicinity. USGS 7.5' Marmot Peak Quad. Rocky Mountains distribution. Original ID as Delphinium nelsonii.",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceRemarks, georeferencedBy, georeferenceProtocol, habitat",,,,,,Flr,,,,,,"United States",Colorado,Park,,,,,,,,,,,,,,,,,,,,,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:3b98e5aa-3340-469b-9958-48105f2de500,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13823169
13823170,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,3f07d8a6-50b4-4877-91e0-f388e3691eab,00397836,441447,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"J.M. Gillett; T. Mosquin",,,1963,,,,,,"Delphinium alpestre, det. William F. Jennings, 29 October 1998. Original ID as Delphinium bicolor.",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceRemarks, georeferencedBy, georeferenceProtocol, habitat",,,,,,Flr,,,,,,"United States",Colorado,Huerfano,,,,,,,,,,,,,,,,,,,,,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5e1f76c6-1346-4b3e-afc6-4e6083775934,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13823170
13823171,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,7afdae67-6f9b-417c-a090-89d23d5a9464,00397844,43501,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Belle K. Stewart",,,1939,,,,,,"Delphinium ramosum, det. J. Ewan, 1946. / Delphinium alpestre, det. William F. Jennings, 29 October 1998. Original ID as Delphinium geraniifolium.",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceRemarks, georeferencedBy, georeferenceProtocol, georeferenceSources, habitat",,,,,,Flr,,,,,,"United States",Colorado,Mineral,,,,,,,,,,,,,,,,,,,,,,"Access DB","2015-07-23 00:00:00",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:110947a8-7933-4482-b39f-7b8729928d1c,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13823171
13823173,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,8b478890-2827-44c6-b5e0-38679a28ff27,00397869,472394,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Tim Hogan",,,1998,,,,,,"Original ID as Delphinium ramosum var. alpestre.",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceRemarks, georeferencedBy, georeferenceProtocol, habitat",,,,,,Flr,,,,,,"United States",Colorado,Huerfano,,,,,,,,,,,,,,,,,,,,,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:20fc1df7-1b24-4afd-aa0f-37155ae92b72,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13823173
13823174,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,fc93deb2-7064-47a6-b3e7-c245b5998eb1,00397877,452955,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Loraine Yeatts",,,1993,,,,,,"Delphinium alpestre, det. William F. Jennings, 29 October 1998. Original ID as Delphinium ramosum var. alpestre. 7.5' Marmot Peak. Stems forming small clumps; flowers blue.",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceRemarks, georeferencedBy, georeferenceProtocol, habitat",,,,,,Flr,,,,,,"United States",Colorado,Park,,,,,,,,,,,,,,,,,,,,,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:171c82f8-83e4-46e6-a05d-e6f2ad0342ef,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13823174
13823175,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,ce353b25-7f0a-40d3-a34a-30f546f05b99,00397885,46072,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Belle K. Stewart",,,1939,,,,,,"Delphinium alpestre, det. J. Ewan, 1946. / Delphinium ramosum var. alpestre, det. Kirsten Tarp, May 1991. / Delphinium alpestre, det. William F. Jennings, 29 October 1998.",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceRemarks, georeferencedBy, georeferenceProtocol, georeferenceSources, habitat",,,,,,Flr,,,,,,"United States",Colorado,Mineral,,,,,,,,,,,,,,,,,,,,,,"Access DB","2015-07-23 00:00:00",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:5777afa4-20ee-47a1-9f13-88a9c018b4b6,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13823175
13823176,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,8d20c1e3-e6d2-48ef-a8b0-ed5513ea67a2,00397893,473231,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Rea Orthner",,,1998,,,,,,"USGS 7.5' Marmot Peak Quad. Southern Rocky Mountains distribution.",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceRemarks, georeferencedBy, georeferenceProtocol, habitat",,,,,,Flr,,,,,,"United States",Colorado,Park,,,,,,,,,,,,,,,,,,,,,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:2bd62943-2ef2-46a3-816e-df95e847fe12,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13823176
13823177,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,4bb1fc4d-a6dc-4b2f-bc1b-6e395c32ce91,00397901,441609,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"B. E. Neely",,,1987,,,,,,"Delphinium alpestre, det. William F. Jennings, 29 October 1998.",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceRemarks, georeferencedBy, georeferenceProtocol, habitat",,,,,,Flr,,,,,,"United States",Colorado,Costilla,,,,,,,,,,,,,,,,,,,,,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:06f240ec-22c4-41f0-a0ea-e4507f6ced44,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13823177
13823178,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,985bb572-4e9d-47ae-ab6f-0c3b56b57cc5,00397919,306981,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"T.P. Maslin; P. Callas",,,1977,,,,,,"Delphinium ramosum var. alpestre, det. Kirsten Tarp, May 1991. / Delphinium alpestre, det. William F. Jennings, 29 October 1998.",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation",,,,,,Flr,,,,,,"United States",Colorado,Park,,,,,,,,,,,,,,,,,,,,,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1fb76c0d-c045-4a5d-9391-61708c28c314,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13823178
13823179,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,f9d2b9ff-8a15-496a-9588-68fd7c8fa3a0,00397927,280274,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Erik R. Olgeirson",,,1970,,,,,,"Delphinium ramosum var. alpestre, det. Kirsten Tarp, May 1991. / Delphinium alpestre, det. William F. Jennings, 29 October 1998.",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceRemarks, georeferencedBy, georeferenceProtocol, georeferenceSources, habitat",,,,,,Flr,,,,,,"United States",Colorado,Summit,,,,,,,,,,,,,,,,,,,,,,"Access DB","2015-07-23 00:00:00",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:94d114c0-6e77-463e-9834-721b880b8212,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13823179
13823180,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,9a1176ad-abe2-4208-aa71-b1804850afc6,00397935,382044,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Louise Roloff",,,1982,,,,,,"Delphinium ramosum var. alpestre, det. Kirsten Tarp, May 1991. / Delphinium alpestre, det. William F. Jennings, 29 October 1998.",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceRemarks, georeferencedBy, georeferenceProtocol, georeferenceSources",,,,,,Flr,,,,,,"United States",Colorado,Summit,,,,,,,,,,,,,,,,,,,,,,"Access DB","2015-07-23 00:00:00",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8957c2eb-8f0e-419e-b21b-3704bf6ce7a7,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13823180
13824627,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,309ee6a8-6d93-462a-98c5-21a59a82b3c0,00579482,472526,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Tim Hogan",,,1998,,,,,,"Delphinium alpestre Rydberg, det. by Jason A. Koontz, January 11, 2000. Original ID: Delphinium ramosum Rydberg var. alpestre.",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceRemarks, georeferencedBy, georeferenceProtocol, georeferenceSources, habitat",,,,,,Flr,,,,,,"United States",Colorado,Alamosa,,,,,,,,,,,,,,,,,,,,,,"Access DB","2015-07-23 00:00:00",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8b2b0299-78d6-4886-b3d3-40c8dccb5964,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13824627
13824628,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,b0b8f17c-0008-4273-87b4-e07e9ee64c19,00579490,460551,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Tim Hogan; Loraine Yeatts",,,1995,,,,,,"Delphinium alpestre Rydberg, det. by William F. Jennings, 29 October, 1998 / Delphinium alpestre Rydberg, det. by Jason A. Koontz, January 11, 2000. Original ID: Delphinium ramosum Rydberg var. alpestre (Rydberg) W.A. Weber. 7.5' Jones Hill quad.",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceRemarks, georeferencedBy, georeferenceProtocol, habitat",,,,,,Flr,,,,,,"United States",Colorado,Park,,,,,,,,,,,,,,,,,,,,,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:37607319-6321-4866-baa8-a2063d85eb09,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13824628
13824629,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,74182e42-a320-4cd1-ae51-4fe0f5110c8f,00579508,460566,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Tim Hogan; Loraine Yeatts",,,1995,,,,,,"Delphinium alpestre Rydberg, det. by William F. Jennings, 29 October, 1998 / Delphinium alpestre Rydberg, det. by Jason A. Koontz, January 11, 2000. Original ID: Delphinium ramosum Rydberg. Flowers deep blue. 7.5' Jones Hill quad. Note on Koontz annotation label: Leaf materiol removed for DNA extraction and phylogenetic analysis of Delphinium sect. Diedropetala.",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceRemarks, georeferencedBy, georeferenceProtocol, habitat",,,,,,Flr,,,,,,"United States",Colorado,Park,,,,,,,,,,,,,,,,,,,,,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:85e82b90-453e-4c01-8741-dd322d1cc1f0,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13824629
13824733,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,cdf3d747-46f8-4df8-93f2-85e974b2d587,00820811,506361,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Brian Elliott; Elizabeth Mark and Pete Schneider",,,1999,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceRemarks, georeferencedBy, georeferenceProtocol, georeferenceSources, habitat",,,,,,Flr,,,,,,"United States",Colorado,"Las Animas",,,,,,,,,,,,,,,,,,,,,,"Access DB","2015-07-23 00:00:00",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:8e008a86-aa45-4be0-8b3b-0f2539db775f,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13824733
13824734,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,0ca2b363-1365-477d-8081-a612e2da52b8,00820829,506362,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Brian Elliott",,,1999,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, habitat",,,,,,Flr,,,,,,"United States",Colorado,Costilla,,,,,,,,,,,,,,,,,,,,,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d951aaa2-d8df-4f22-8f80-524a39dc6256,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13824734
13824735,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,46f84890-10da-4668-a641-7c832278c412,00820837,506360,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Brian Elliott",,,1998,,,,,,"Also SE¼ SEC5.",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, verbatimCoordinates, habitat",,,,,,Flr,,,,,,"United States",Colorado,Fremont,,,,,,,,,,,,,,,,,,,,,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:6d280f99-d32c-4b49-9049-a06edeefc7e3,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13824735
13824736,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,c7b853ce-f286-4204-9df6-d46531a2db59,00820845,506359,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Brian Elliott",,,1998,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceRemarks, georeferencedBy, georeferenceProtocol, georeferenceSources, habitat",,,,,,Flr,,,,,,"United States",Colorado,Saguache,,,,,,,,,,,,,,,,,,,,,,"Access DB","2015-07-23 00:00:00",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:bb77892f-f71c-4138-bab2-ba11ce326b29,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13824736
13824847,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,7a1b39d7-b119-43f5-9419-3f0cbfa70d8b,00881805,522429,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Tim Hogan",,,2005,,,,,,"[UTM coords. are approximate].",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, verbatimCoordinates, habitat",,,,,,Flr,,,,,,"United States",Colorado,Saguache,,,,,,,,,,,,,,,,,,,,,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:098f862e-6cd1-4553-8c96-4ba64a4df996,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13824847
13824859,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,eb8d0e1c-00fa-402b-8f6d-1b02d922650a,00885145,522570,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Tim Hogan",,,2006,,,,,,"[UTM coordinates are approximate].",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, verbatimCoordinates, habitat",,,,,,Flr,,,,,,"United States",Colorado,Fremont,,,,,,,,,,,,,,,,,,,,,,"Access DB","2019-11-04 15:09:20",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:44e8642b-0f5d-4ed5-9676-24e989c1776f,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13824859
13824885,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,b42b68d3-30aa-4d97-96bd-237a84a094d6,00891374,522279,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Emily A. Holt; Benjamin Madsen",,,2000,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceRemarks, georeferencedBy, georeferenceProtocol, georeferenceSources, habitat",,,,,,Flr,,,,,,"United States",Colorado,Chaffee,,,,,,,,,,,,,,,,,,,,,,"Access DB","2015-07-23 00:00:00",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f37bd32b-eab0-4ca5-af7b-630af0e80e12,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13824885
13825006,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,9241a49b-0c41-45dc-93c9-cb85b43e9889,00930776,537030,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"T. Kelso; G. Maentz, A. Markstein",,,2008,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceRemarks, georeferencedBy, georeferenceProtocol, georeferenceSources, habitat",,,,,,Flr,,,,,,"United States",Colorado,Park,,,,,,,,,,,,,,,,,,,,,,"Access DB","2015-07-23 00:00:00",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:63cee3b8-d3c0-41d6-a73d-f4612f0c6c05,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13825006
13825177,COLO,V,,f5da8b4f-e389-4436-b71d-1c3e0a4baacc,PreservedSpecimen,501795b4-68e9-4f68-baed-14bf53b2477e,00983650,542284,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,HELLEBORACEAE,"Delphinium alpestre",18136,Rydb.,Delphinium,,alpestre,,,Species,,,,,,,,"Scott F Smith",,,2011,,,,,,"NAD 83.",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceRemarks, georeferencedBy, georeferenceProtocol, georeferenceSources, habitat",,,,,,Flr,,,,,,"United States",Colorado,Fremont,,,,,,,,,,,,,,,,,,,,,,"Access DB","2015-07-23 00:00:00",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:420734e4-f603-4867-8e4b-18b3c6da4d24,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=13825177
