id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordID,references
507818,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,f81a48a2-2d42-425f-bb22-0bc4f2676dd2,110045,74269,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"collectors: Runyon et at",,1936-07-12,1936,7,12,194,,"12 Jul 1936",,"wet meadow",,,,,,,,,,,,,1,,"United States",Colorado,"El Paso County",,"Pikes Peak",,38.84,-104.97,WGS84,,,,,,,,2743,,,,,9000ft.,,en,,"2017-01-16 17:46:22",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f81a48a2-2d42-425f-bb22-0bc4f2676dd2,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=507818
507820,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,9ccc4e8c-aa54-493c-a00e-a15871d4ce6b,110051,56204,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"collectors: G Jones 33402",,1962-07-23,1962,7,23,204,,"23 Jul 1962",,"gravelly slope",,,,,,,,,,,,,1,,"United States",Colorado,"Gilpin County",,"near Rollinsville",,39.91,-105.5,WGS84,,,,,,,,2590,,,,,8498ft.,,en,,"2017-01-16 17:46:22",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9ccc4e8c-aa54-493c-a00e-a15871d4ce6b,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=507820
507821,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,77a0b252-178f-47a8-a226-6ed709828ef7,110040,42452,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"collectors: J Barrell 146-60",,1960-07-25,1960,7,25,207,,"25 Jul 1960",,"dry gnd",,,,,,,,,,,,,1,,"United States",Colorado,"Gunnison County",,"Cabin Ck Cow Camp ca 10 mi NE of Gunnison",,38.52,-106.81,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 17:46:22",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:77a0b252-178f-47a8-a226-6ed709828ef7,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=507821
507822,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,e31b054b-2660-4b03-a4ba-a8610cb5b747,110044,8053,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"collectors: C Crandall",,1890-08-09,1890,8,9,221,,"9 Aug 1890",,,,,,,,,,,,,,,1,,"United States",Colorado,"Larimer County",,"Baxters Ranch",,,,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 17:46:21",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e31b054b-2660-4b03-a4ba-a8610cb5b747,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=507822
507823,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,b1ff0e31-7615-41b5-94bc-50f2560ee6cd,110048,49957,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"collectors: R Walter BDSR-372",,1970-08-07,1970,8,7,219,,"7 Aug 1970",,seep,,,,,,,,Betula,,,,,1,,"United States",Colorado,"Larimer County",,"Ben Delatour Scout Ranch, swale leading from base of Purgatory Rock to new lake site",,40.73,-105.54,WGS84,,,,,,,,2423,,,,,7950ft.,,en,,"2017-01-16 17:46:21",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b1ff0e31-7615-41b5-94bc-50f2560ee6cd,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=507823
507824,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,78675632-8cec-429d-be58-f43c48b38c8d,110053,27758,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"collectors: H Harrington 2417",,1946-07-30,1946,7,30,211,,"30 Jul 1946",,"moist partly shaded gnd",,,,,,,,,,,,,1,,"United States",Colorado,"Larimer County",,"Pingree park",,40.56,-105.58,WGS84,,,,,,,,2743,,,,,9000ft.,,en,,"2017-01-16 17:46:21",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:78675632-8cec-429d-be58-f43c48b38c8d,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=507824
507825,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,c9e8dc7b-d5d1-472f-becf-543d6b90d521,110052,73256,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"collectors: B Neely 4630",,1987-08-15,1987,8,15,227,,"15 Aug 1987",,streamside,,,,,,,,"Salix, Populus acuminata",,,,,1,,"United States",Colorado,"Las Animas County",,"Wilkens Ck parallel to Hwy 12, ca 1/4 mi NW of Stonewall Gap",,37.15,-105.03,WGS84,,,,,,,,2438,,,,,7999ft.,,en,,"2017-01-16 17:46:21",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c9e8dc7b-d5d1-472f-becf-543d6b90d521,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=507825
507828,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,9137dff2-fa54-4656-9575-172ddf055999,110046,59619,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"collectors: W Erickson & D Bartmann 732",,1979-07-23,1979,7,23,204,,"23 Jul 1979",,"sandy clay soil, dry meadow",,,,,,,,,,,,,1,,"United States",Colorado,"Rio Blanco County",,"Cathedral Ck Falls & Hanging Garden",,39.73,-108.52,WGS84,,,,,,,,2500,,,,,8202ft.,,en,,"2017-01-16 17:46:20",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9137dff2-fa54-4656-9575-172ddf055999,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=507828
507830,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,88ecdfa5-a20e-4d91-a23d-04e568a63d09,110038,37689,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"collectors: H Harrington 8944",,1959-07-13,1959,7,13,194,,"13 Jul 1959",,"open slope",,,,,,,,,,,,,1,,"United States",Colorado,"Saguache County",,"Cochetopa Park S of W Pass Ck & E of Cochetopa Dome",,38.2,-106.67,WGS84,,,,,,,,2895,,,,,9498ft.,,en,,"2017-01-16 17:46:19",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:88ecdfa5-a20e-4d91-a23d-04e568a63d09,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=507830
507831,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,1a64acaf-9ce8-478e-afbb-fe9477f5955f,110041,35205,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"collectors: H Harrington 7835",,1954-07-16,1954,7,16,197,,"16 Jul 1954",,"open slope",,,,,,,,,,,,,1,,"United States",Colorado,"Teller County",,"Corley Mt Hwy 8 mi NE of Cropple Ck",,38.83,-105.13,WGS84,,,,,,,,2987,,,,,9800ft.,,en,,"2017-01-16 17:46:19",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:1a64acaf-9ce8-478e-afbb-fe9477f5955f,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=507831
507832,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,124d3b1e-cef5-4d84-b937-b14e332b4890,110047,38320,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"collectors: H Harrington 9198",,1960-08-02,1960,8,2,215,,"2 Aug 1960",,"open meadow",,,,,,,,,,,,,1,,"United States",Colorado,"Teller County",,"Manitou Exp Forest 8 mi N of Woodland park",,39.1,-105.09,WGS84,,,,,,,,2316,,,,,7599ft.,,en,,"2017-01-16 17:46:19",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:124d3b1e-cef5-4d84-b937-b14e332b4890,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=507832
507835,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,9ab016eb-49f0-4c77-b096-55fce503b5d3,110037,37687,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,"Jennifer Ackerfield, 1-2010",,,,,,,"collectors: H Harrington 9001",,1959-07-13,1959,7,13,194,,"13 Jul 1959",,"open gnd",,,,,,,,,,,,,1,,"United States",Colorado,"Saguache County",,"top of W Pass, head of Lujan Ck",,38.23,-106.56,WGS84,,,,,,,,3200,,,,,10499ft.,,en,,"2017-01-16 17:46:18",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:9ab016eb-49f0-4c77-b096-55fce503b5d3,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=507835
518603,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,218ab3a3-35fc-4873-9d62-e00413c810aa,102349,79097,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"collectors: W Jennings C Crawford, R Jennings",1150,1998-08-23,1998,8,23,235,,"23 August 1998",,"Mountain meadow, grassy.",,,,,,,,"Gentians, Pentaphylloides floribunda, Gentianella acuta, Gentianopsis thermalis, Aconitum columbianum",,,,,1,,"United States",Colorado,"Park County",,"Near Selkirk Campground, just E of Selkirk Gulch, near center of Sec 12.",,39.36,-105.95,WGS84,,,,,,,,3200,,,,,10500ft.,,en,,"2017-01-16 16:29:59",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:218ab3a3-35fc-4873-9d62-e00413c810aa,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=518603
520731,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,b4514883-afb2-4938-b2f5-0cdfe23b2369,111276,81735,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"collectors: J E Tear, Jr.",642,1993-07-25,1993,7,25,206,,"25 July 1993",,"Abundant, erect herb on gravelly soil along a disturbed roadside of gentle SW slope.",,,,,,,,Sagebrush,,,,,1,,"United States",Colorado,"Grand County",,"Along FS735, 0.8 mi S of FS106",,40.31,-106.43,WGS84,,,,,,,,2865,,,,,9400ft.,,en,,"2017-01-16 16:12:19",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b4514883-afb2-4938-b2f5-0cdfe23b2369,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=520731
522458,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,ff9e66be-cb4d-4234-9096-51220a46641b,110043,82687,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"collectors: Roughton & Whicker",509,1960-07-21,1960,7,21,203,,"21 July 1960",,,,,,,,,,,,,,,1,,"United States",Colorado,"Larimer County",,"Pingree Park",,,,WGS84,,,,,,,,2774,,,,,9100ft.,,en,,"2017-01-16 16:00:07",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ff9e66be-cb4d-4234-9096-51220a46641b,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=522458
530825,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,2c8708c3-0be7-46c0-a77a-4825970daddf,106117,32312,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"collectors: W.A. Weber",5798,1950-07-28,1950,7,28,209,,"28 July 1950",,"Volcanic ash deposits.",,,,,,,,,,,,,1,,"United States",Colorado,"Saguache County",,"Along road to Stone Cellar R.S. and Saguache Park, near junction of main highway, 4 mi. w. of Cochetopa Pass.",,,,WGS84,,,,,,,,2957,,,,,9700ft.,,en,,"2017-01-16 14:55:33",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:2c8708c3-0be7-46c0-a77a-4825970daddf,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=530825
1192994,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"Jeanette Flaig",1747,2003-07-26,2003,7,26,207,,2003-7-26,,"Along creek in open meadow with scattered spruce and bristle cone pine.",,,,,,,,,flowering,,,,,,U.S.A.,Colorado,"Rio Grande",,"Eastern San Juan Mountains: Rio Grande National Forest: Viers Creek: U.S. Hwy 160 E to County Road 17 N to Forest Road 610 to Forest Road 630; ca 8.5 air mi N of South Fork. Center",,37.7765,-106.6597,,,"37.7765° N, 106.6597° W; T41N R3E S20; 1/4 S20",,,,,,3293,,,,,"10800 ft.",,English,,"2009-03-19 15:36:01",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:304174dd-ae8f-482b-9cd5-e4737e3d47f1,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1192994
1195549,RM,,RM,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium ramosum",18141,Rydb.,Delphinium,,ramosum,,,Species,,,,,,,,"Jeanette Flaig",961,2003-07-15,2003,7,15,196,,2003-7-15,,"Conifer and aspen forest with open meadows.",,,,,,,,,flowering,,,,,,U.S.A.,Colorado,"Rio Grande",,"Eastern San Juan Mountains: Beaver Creek Road across from South Fork Guard Station, ca 2 air mi SW of South Fork.",,37.6377,-106.6593,,,"37.6377° N, 106.6593° W to 37.6382° N, 106.6451° W; T39N R3E S9 SE1/4; also S10, W1/4 S11, SW1/4 of SW1/4 S2; also S3",,,,,,2559,2753,,,,"8395-9030 ft.",,English,,"2009-03-19 15:36:01",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e33aba46-ed00-4284-8cb1-e54ff4703528,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=1195549
